,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.15778251599147122,0.0255863539445629,0.04477611940298507,0.02771855010660981,0.13219616204690832,0.031982942430703626,0.008528784648187633,0.008528784648187633,0.006396588486140725,0.023454157782515993,0.029850746268656716,0.010660980810234541,0.008528784648187633,0.01279317697228145,0.057569296375266525,0.029850746268656716,0.0021321961620469083,0.017057569296375266,0.010660980810234541,0.023454157782515993,0.13859275053304904,0.031982942430703626,0.04051172707889126,0.0255863539445629,0.09381663113006397
1,0.15656565656565657,0.037037037037037035,0.05218855218855219,0.050505050505050504,0.1026936026936027,0.026936026936026935,0.006734006734006734,0.008417508417508417,0.008417508417508417,0.021885521885521887,0.05218855218855219,0.006734006734006734,0.026936026936026935,0.013468013468013467,0.045454545454545456,0.04040404040404041,0.008417508417508417,0.020202020202020204,0.006734006734006734,0.025252525252525252,0.12289562289562289,0.013468013468013467,0.037037037037037035,0.021885521885521887,0.08754208754208755
2,0.13043478260869565,0.02835538752362949,0.05671077504725898,0.043478260869565216,0.10964083175803403,0.022684310018903593,0.003780718336483932,0.00945179584120983,0.007561436672967864,0.01890359168241966,0.05103969754253308,0.005671077504725898,0.030245746691871456,0.01890359168241966,0.05103969754253308,0.045368620037807186,0.007561436672967864,0.015122873345935728,0.005671077504725898,0.020793950850661626,0.11720226843100189,0.017013232514177693,0.045368620037807186,0.01890359168241966,0.11909262759924386
3,0.20616113744075829,0.02132701421800948,0.05924170616113744,0.054502369668246446,0.11848341232227488,0.02132701421800948,0.004739336492890996,0.0071090047393364926,0.004739336492890996,0.011848341232227487,0.05924170616113744,0.009478672985781991,0.03317535545023697,0.014218009478672985,0.02132701421800948,0.054502369668246446,0.0071090047393364926,0.011848341232227487,0.02132701421800948,0.03317535545023697,0.11611374407582939,0.0071090047393364926,0.026066350710900472,0.035545023696682464,0.04028436018957346
4,0.14990138067061143,0.029585798816568046,0.05128205128205128,0.03944773175542406,0.11045364891518737,0.03353057199211045,0.0039447731755424065,0.013806706114398421,0.005917159763313609,0.009861932938856016,0.05917159763313609,0.009861932938856016,0.03550295857988166,0.015779092702169626,0.03353057199211045,0.03944773175542406,0.009861932938856016,0.01775147928994083,0.021696252465483234,0.02564102564102564,0.09861932938856016,0.013806706114398421,0.03550295857988166,0.03155818540433925,0.10453648915187377
5,0.13347921225382933,0.024070021881838075,0.0525164113785558,0.0525164113785558,0.10940919037199125,0.0262582056892779,0.00437636761487965,0.010940919037199124,0.0087527352297593,0.015317286652078774,0.061269146608315096,0.01312910284463895,0.0350109409190372,0.010940919037199124,0.0262582056892779,0.04814004376367615,0.010940919037199124,0.010940919037199124,0.0262582056892779,0.037199124726477024,0.10284463894967177,0.01312910284463895,0.037199124726477024,0.0350109409190372,0.09409190371991247
6,0.11984536082474227,0.024484536082474227,0.03865979381443299,0.03221649484536082,0.13144329896907217,0.019329896907216496,0.003865979381443299,0.01288659793814433,0.007731958762886598,0.024484536082474227,0.03994845360824742,0.007731958762886598,0.015463917525773196,0.01288659793814433,0.037371134020618556,0.03608247422680412,0.00902061855670103,0.007731958762886598,0.015463917525773196,0.041237113402061855,0.13015463917525774,0.023195876288659795,0.03994845360824742,0.041237113402061855,0.12757731958762886
7,0.1375921375921376,0.014742014742014743,0.056511056511056514,0.036855036855036855,0.12285012285012285,0.022113022113022112,0.004914004914004914,0.009828009828009828,0.007371007371007371,0.0171990171990172,0.056511056511056514,0.014742014742014743,0.02702702702702703,0.009828009828009828,0.04668304668304668,0.03931203931203931,0.007371007371007371,0.0171990171990172,0.009828009828009828,0.03194103194103194,0.11302211302211303,0.019656019656019656,0.044226044226044224,0.04176904176904177,0.09090909090909091
8,0.16430903155603918,0.02720348204570185,0.041349292709466814,0.042437431991294884,0.1044613710554951,0.023939064200217627,0.009793253536452665,0.01088139281828074,0.004352557127312296,0.026115342763873776,0.04570184983677911,0.007616974972796518,0.015233949945593036,0.01088139281828074,0.029379760609358,0.04026115342763874,0.009793253536452665,0.006528835690968444,0.01632208922742111,0.02720348204570185,0.1044613710554951,0.020674646354733407,0.03482045701849837,0.026115342763873776,0.1501632208922742
9,0.09664292980671414,0.017293997965412006,0.04069175991861648,0.029501525940996948,0.1363173957273652,0.02034587995930824,0.009155645981688708,0.012207527975584944,0.006103763987792472,0.024415055951169887,0.03153611393692777,0.006103763987792472,0.013224821973550356,0.013224821973550356,0.04577822990844354,0.03153611393692777,0.006103763987792472,0.009155645981688708,0.011190233977619531,0.03255340793489318,0.13936927772126145,0.0335707019328586,0.03560528992878942,0.030518819938962362,0.167853509664293
