,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.08723404255319149,0.04893617021276596,0.029787234042553193,0.05319148936170213,0.029787234042553193,0.08297872340425531,0.02127659574468085,0.029787234042553193,0.036170212765957444,0.1148936170212766,0.023404255319148935,0.023404255319148935,0.07659574468085106,0.06170212765957447,0.06170212765957447,0.06382978723404255,0.05531914893617021,0.05106382978723404,0.02127659574468085,0.027659574468085105
1,0.07899159663865546,0.021848739495798318,0.040336134453781515,0.06050420168067227,0.025210084033613446,0.07899159663865546,0.03697478991596639,0.031932773109243695,0.04873949579831933,0.1226890756302521,0.0453781512605042,0.04201680672268908,0.058823529411764705,0.04201680672268908,0.058823529411764705,0.07563025210084033,0.04201680672268908,0.04201680672268908,0.008403361344537815,0.03865546218487395
2,0.06415094339622641,0.03962264150943396,0.03773584905660377,0.05660377358490566,0.018867924528301886,0.052830188679245285,0.03962264150943396,0.035849056603773584,0.05660377358490566,0.11509433962264151,0.03773584905660377,0.03773584905660377,0.05849056603773585,0.035849056603773584,0.06037735849056604,0.11132075471698114,0.035849056603773584,0.062264150943396226,0.013207547169811321,0.03018867924528302
3,0.1111111111111111,0.026004728132387706,0.037825059101654845,0.09219858156028368,0.02364066193853428,0.09456264775413711,0.018912529550827423,0.02127659574468085,0.04964539007092199,0.1347517730496454,0.02127659574468085,0.0070921985815602835,0.07565011820330969,0.030732860520094562,0.06855791962174941,0.0591016548463357,0.026004728132387706,0.07565011820330969,0.004728132387706856,0.02127659574468085
4,0.07086614173228346,0.02952755905511811,0.051181102362204724,0.06299212598425197,0.023622047244094488,0.07677165354330709,0.025590551181102362,0.045275590551181105,0.0688976377952756,0.12007874015748031,0.031496062992125984,0.015748031496062992,0.06299212598425197,0.03937007874015748,0.05905511811023622,0.10039370078740158,0.03543307086614173,0.03740157480314961,0.007874015748031496,0.03543307086614173
5,0.06550218340611354,0.03275109170305677,0.06331877729257641,0.06986899563318777,0.021834061135371178,0.05021834061135371,0.028384279475982533,0.048034934497816595,0.07423580786026202,0.11353711790393013,0.039301310043668124,0.03056768558951965,0.05240174672489083,0.03711790393013101,0.043668122270742356,0.09388646288209607,0.034934497816593885,0.056768558951965066,0.004366812227074236,0.039301310043668124
6,0.047619047619047616,0.02574002574002574,0.05019305019305019,0.059202059202059204,0.03088803088803089,0.06692406692406692,0.014157014157014158,0.043758043758043756,0.06563706563706563,0.10424710424710425,0.029601029601029602,0.05148005148005148,0.05791505791505792,0.05405405405405406,0.03474903474903475,0.1093951093951094,0.06306306306306306,0.05405405405405406,0.009009009009009009,0.028314028314028315
7,0.056372549019607844,0.03431372549019608,0.061274509803921566,0.04411764705882353,0.031862745098039214,0.061274509803921566,0.031862745098039214,0.0661764705882353,0.056372549019607844,0.10049019607843138,0.02696078431372549,0.04411764705882353,0.041666666666666664,0.06862745098039216,0.0661764705882353,0.08333333333333333,0.03676470588235294,0.058823529411764705,0.004901960784313725,0.024509803921568627
8,0.08804347826086957,0.029347826086956522,0.04021739130434782,0.059782608695652176,0.030434782608695653,0.10434782608695652,0.020652173913043477,0.025,0.043478260869565216,0.09456521739130434,0.02391304347826087,0.021739130434782608,0.08043478260869565,0.07717391304347826,0.04456521739130435,0.08804347826086957,0.04021739130434782,0.043478260869565216,0.008695652173913044,0.035869565217391305
9,0.046747967479674794,0.027439024390243903,0.034552845528455285,0.05589430894308943,0.034552845528455285,0.06605691056910569,0.02032520325203252,0.041666666666666664,0.052845528455284556,0.0741869918699187,0.02540650406504065,0.052845528455284556,0.07621951219512195,0.04878048780487805,0.037601626016260166,0.15142276422764228,0.049796747967479675,0.06605691056910569,0.006097560975609756,0.031504065040650404
10,0.11039657020364416,0.02572347266881029,0.04180064308681672,0.05466237942122187,0.031082529474812434,0.0782422293676313,0.013933547695605574,0.028938906752411574,0.04394426580921758,0.11254019292604502,0.01822079314040729,0.01822079314040729,0.11039657020364416,0.05037513397642015,0.04501607717041801,0.10182207931404073,0.030010718113612004,0.05359056806002144,0.006430868167202572,0.02465166130760986
11,0.06623931623931624,0.0405982905982906,0.057692307692307696,0.07264957264957266,0.04700854700854701,0.05982905982905983,0.027777777777777776,0.06196581196581197,0.07051282051282051,0.10042735042735043,0.03205128205128205,0.0405982905982906,0.042735042735042736,0.03418803418803419,0.0405982905982906,0.07905982905982906,0.038461538461538464,0.057692307692307696,0,0.029914529914529916
12,0.053465346534653464,0.019801980198019802,0.07128712871287128,0.06930693069306931,0.053465346534653464,0.041584158415841586,0.027722772277227723,0.06930693069306931,0.07722772277227723,0.10297029702970296,0.033663366336633666,0.031683168316831684,0.04950495049504951,0.047524752475247525,0.03762376237623762,0.07722772277227723,0.05148514851485148,0.047524752475247525,0.0019801980198019802,0.03564356435643564
13,0.045454545454545456,0.03896103896103896,0.04329004329004329,0.05844155844155844,0.03463203463203463,0.07142857142857142,0.017316017316017316,0.047619047619047616,0.05844155844155844,0.09956709956709957,0.030303030303030304,0.032467532467532464,0.09523809523809523,0.04329004329004329,0.05194805194805195,0.09523809523809523,0.0670995670995671,0.04112554112554113,0.0021645021645021645,0.025974025974025976
