,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.09072509682918425,0.0786284172519597,0.13306347534947024,0.04838671830889827,0.09072509682918425,0.0362900387316737,0.04838671830889827,0.06048339788612284,0.03024169894306142,0.18749853344698078,0.1814501936583685,0.1088701161950211,0.06653173767473512,0.19354687323559308,0.06048339788612284,0.1814501936583685,0.16935351408114396,0.024193359154449135,0.09072509682918425,0.19959521302420538,0.05040495910621065,0.048275847018950595,0.04911496182962909,0.04928324811346326,0.046122857552724245,0.05209466398310177,0.04851858796537097,0.0513508955693211
1,0.09180702642322977,0.0673251527103685,0.09180702642322977,0.06120468428215319,0.07956608956679914,0.055084215853937864,0.042843278997507235,0.07344562113858381,0.0673251527103685,0.15301171070538297,0.21421639498753614,0.15301171070538297,0.07344562113858381,0.16525264756181363,0.07344562113858381,0.15913217913359828,0.12852983699252168,0.012240936856430637,0.09180702642322977,0.20809592655932085,0.044231134601709805,0.04992403871595063,0.047074002557969376,0.04910409947214089,0.052426405935260934,0.04948556640724241,0.04520542736748537,0.050502482120708715
2,0.2915806676212155,0.16911678722030496,0.06414774687666741,0.05248452017181878,0.06997936022909171,0.0583161335242431,0.09913742699121326,0.22160130739212378,0.05248452017181878,0.08747420028636464,0.31490712103091273,0.07581097358151602,0.04665290681939448,0.13995872045818342,0.1632851738678807,0.244927760801821,0.1166322670484862,0.07581097358151602,0.09330581363878895,0.15745356051545636,0.05253434923742841,0.052000179535511525,0.05173222498168454,0.04706011299129843,0.051370502915521435,0.05130230443763935,0.05470445549806789,0.05613453516041752
3,0.22139670581600465,0.18643933121347758,0.08739343650631762,0.05826229100421175,0.08739343650631762,0.07574097830547527,0.14565572751052935,0.16896064391221405,0.011652458200842349,0.11069835290800233,0.31461637142274346,0.1398294984101082,0.0699147492050541,0.09321966560673879,0.18061310211305642,0.2039180185147411,0.2039180185147411,0.07574097830547527,0.09321966560673879,0.15148195661095054,0.05141473515350319,0.05491427915449504,0.04976876824841895,0.04836341155560017,0.05201214277162107,0.05455214016325292,0.05493662076303094,0.05141499214796028
4,0.19994141195937118,0.08747436773222489,0.2186859193305622,0.10621887510341593,0.08122619860849453,0.07497802948476419,0.09372253685595523,0.12496338247460698,0.037489014742382094,0.2311822575780229,0.2186859193305622,0.19369324283564082,0.08122619860849453,0.11246704422714628,0.14995605896952838,0.23743042670175327,0.23743042670175327,0.05623352211357314,0.09997070597968559,0.268671272320405,0.04353091780921085,0.049492680691133474,0.045059067856483635,0.04677467653876425,0.047046840741456195,0.047891866759179266,0.04707533856543717,0.04831169866530029
5,0.2575539159395331,0.15573027475413628,0.17369915261038277,0.1377613968978898,0.07187551142498597,0.1377613968978898,0.1317717709458076,0.16171990070621844,0.05390663356873948,0.22760578617912225,0.33541905331660127,0.22760578617912225,0.07786513737706814,0.17968877856246493,0.14974064880205412,0.36536718307701205,0.29349167165202605,0.08385476332915032,0.10781326713747896,0.2036472823707936,0.046350034144266423,0.05192558246664883,0.05110749208683418,0.048364656478521874,0.05151319418318301,0.05037506623956455,0.05062303303107656,0.05077834616168824
6,0.30082413012505405,0.16244503026752918,0.1564285476650281,0.04813186082000864,0.06618130862751188,0.0902472390375162,0.09626372164001729,0.10829668684501945,0.030082413012505405,0.16846151287003028,0.25870875190754644,0.15041206506252702,0.07821427383251404,0.1263461346525227,0.2105768910875378,0.19854392588253567,0.23464282149754215,0.05414834342250972,0.0902472390375162,0.2526922693050454,0.04711419086898389,0.05236014336642489,0.049609884976238,0.049428537228750825,0.04864003640743509,0.05041110275950725,0.05030923121962283,0.050478612922929156
7,0.2511064626321617,0.16935087014727185,0.13431275908231907,0.09343496283987412,0.09927464801736627,0.09927464801736627,0.15183181461479547,0.11679370354984267,0.04671748141993706,0.16351118496977973,0.30366362922959095,0.22190803674470105,0.06423653695241346,0.09927464801736627,0.175190555324764,0.23942709227717743,0.2511064626321617,0.07591590730739774,0.12847307390482693,0.22190803674470105,0.04917792133141543,0.05211233499775693,0.052346527351852516,0.05027234730761249,0.050972796957139216,0.054540586484660654,0.05568594665885155,0.050923021161497814
8,0.1194449929599783,0.08958374471998372,0.08958374471998372,0.04180574753599241,0.07166699577598698,0.09555599436798264,0.05972249647998915,0.09555599436798264,0.04180574753599241,0.19111198873596527,0.25680673486395333,0.08958374471998372,0.04777799718399132,0.18513973908796635,0.06569474612798806,0.13138949225597613,0.1254172426079772,0.029861248239994576,0.10750049366398047,0.16722299014396963,0.04844419545148936,0.05135886985560204,0.048197280055633784,0.04719547612782157,0.05095366217119104,0.051158108659755806,0.052311887689544194,0.0531555551890707
9,0.26837798978520294,0.15752621139566259,0.05250873713188752,0.01750291237729584,0.029171520628826404,0.03500582475459168,0.05250873713188752,0.16919481964719313,0.029171520628826404,0.06417734538341809,0.34422394342015156,0.04667443300612224,0.040840128880356964,0.10501747426377504,0.09334886601224449,0.19836634027601954,0.09918317013800977,0.029171520628826404,0.040840128880356964,0.1808634278987237,0.04996376309845297,0.05478567777720509,0.04855829966753095,0.05170658252340626,0.05222880183112955,0.049679511334817454,0.05363294355463112,0.05601400763629864
